Date,Open,High,Low,Close,Adj Close,Volume
3/7/2019,1.77,1.77,1.77,1.77,1.760205,0
3/8/2019,1.77,1.77,1.77,1.77,1.760205,0
3/11/2019,1.77,1.77,1.77,1.77,1.760205,0
3/12/2019,1.77,1.77,1.77,1.77,1.760205,0
3/13/2019,1.77,1.77,1.77,1.77,1.760205,0
3/14/2019,1.77,1.77,1.77,1.77,1.760205,0
3/15/2019,1.88,1.88,1.88,1.88,1.869597,20000
3/18/2019,1.88,1.88,1.88,1.88,1.869597,0
3/19/2019,1.88,1.88,1.88,1.88,1.869597,0
3/20/2019,1.88,1.88,1.88,1.88,1.869597,0
3/21/2019,1.88,1.88,1.88,1.88,1.869597,0
3/22/2019,1.88,1.88,1.88,1.88,1.869597,0
3/25/2019,1.88,1.88,1.88,1.88,1.869597,0
3/26/2019,1.88,1.88,1.88,1.88,1.869597,0
3/27/2019,1.88,1.88,1.88,1.88,1.869597,0
3/28/2019,1.88,1.88,1.88,1.88,1.869597,0
3/29/2019,1.88,1.88,1.88,1.88,1.869597,0
4/1/2019,1.88,1.88,1.88,1.88,1.869597,0
4/2/2019,1.88,1.88,1.88,1.88,1.869597,0
4/3/2019,1.88,1.88,1.88,1.88,1.869597,0
4/4/2019,1.88,1.88,1.88,1.88,1.869597,0
4/5/2019,1.88,1.88,1.88,1.88,1.869597,0
4/8/2019,1.88,1.88,1.88,1.88,1.869597,0
4/9/2019,1.88,1.88,1.88,1.88,1.869597,0
4/10/2019,1.88,1.88,1.88,1.88,1.869597,0
4/11/2019,1.88,1.88,1.88,1.88,1.869597,0
4/12/2019,1.88,1.88,1.88,1.88,1.869597,0
4/15/2019,1.88,1.88,1.88,1.88,1.869597,0
4/16/2019,1.84,1.84,1.84,1.84,1.829818,2000
4/17/2019,1.84,1.84,1.84,1.84,1.829818,0
4/18/2019,1.84,1.84,1.84,1.84,1.829818,0
4/22/2019,1.84,1.84,1.84,1.84,1.829818,0
4/23/2019,1.84,1.84,1.84,1.84,1.829818,0
4/24/2019,1.84,1.84,1.84,1.84,1.829818,0
4/25/2019,1.84,1.84,1.84,1.84,1.829818,0
4/26/2019,1.84,1.84,1.84,1.84,1.829818,0
4/29/2019,1.84,1.84,1.84,1.84,1.829818,0
4/30/2019,1.84,1.84,1.84,1.84,1.829818,0
5/1/2019,1.84,1.84,1.84,1.84,1.829818,0
5/2/2019,1.84,1.84,1.84,1.84,1.829818,0
5/3/2019,1.84,1.84,1.84,1.84,1.829818,0
5/6/2019,1.84,1.84,1.84,1.84,1.829818,0
5/7/2019,1.84,1.84,1.84,1.84,1.829818,0
5/8/2019,1.84,1.84,1.84,1.84,1.829818,0
5/9/2019,1.84,1.84,1.84,1.84,1.829818,0
5/10/2019,1.84,1.84,1.84,1.84,1.829818,0
5/13/2019,1.84,1.84,1.84,1.84,1.829818,0
5/14/2019,1.84,1.84,1.84,1.84,1.829818,0
5/15/2019,1.84,1.84,1.84,1.84,1.829818,0
5/16/2019,1.84,1.84,1.84,1.84,1.829818,0
5/17/2019,1.84,1.84,1.84,1.84,1.829818,0
5/20/2019,1.84,1.84,1.84,1.84,1.829818,0
5/21/2019,2,2,2,2,1.988933,1100
5/22/2019,2,2,2,2,1.988933,0
5/23/2019,2,2,2,2,1.988933,0
5/24/2019,2,2,2,2,1.988933,0
5/28/2019,2,2,2,2,1.988933,0
5/29/2019,2,2,2,2,1.988933,0
5/30/2019,2,2,2,2,1.988933,0
5/31/2019,2,2,2,2,1.988933,0
6/3/2019,2,2,2,2,1.988933,0
6/4/2019,2,2,2,2,1.988933,0
6/5/2019,2,2,2,2,1.988933,0
6/6/2019,2,2,2,2,1.988933,0
6/7/2019,2,2,2,2,1.988933,0
6/10/2019,2,2,2,2,1.988933,0
6/11/2019,2,2,2,2,1.988933,0
6/12/2019,2,2,2,2,1.988933,0
6/13/2019,2,2,2,2,1.988933,0
6/14/2019,2,2,2,2,1.988933,0
6/17/2019,2,2,2,2,1.988933,0
6/18/2019,2,2,2,2,1.988933,0
6/19/2019,2,2,2,2,1.988933,0
6/20/2019,2,2,2,2,1.988933,0
6/21/2019,2,2,2,2,1.988933,0
6/24/2019,2,2,2,2,1.988933,0
6/25/2019,2,2,2,2,1.988933,0
6/26/2019,2,2,2,2,1.988933,0
6/27/2019,2,2,2,2,1.988933,0
6/28/2019,2,2,2,2,1.988933,0
7/1/2019,2,2,2,2,1.988933,0
7/2/2019,2,2,2,2,1.988933,0
7/3/2019,2,2,2,2,1.988933,0
7/5/2019,2,2,2,2,1.988933,0
7/8/2019,2,2,2,2,1.988933,0
7/9/2019,2,2,2,2,1.988933,0
7/10/2019,2,2,2,2,1.988933,0
7/11/2019,2,2,2,2,1.988933,0
7/12/2019,2,2,2,2,1.988933,0
7/15/2019,2,2,2,2,1.988933,0
7/16/2019,2,2,2,2,1.988933,0
7/17/2019,2,2,2,2,1.988933,0
7/18/2019,2,2,2,2,1.988933,0
7/19/2019,2,2,2,2,1.988933,0
7/22/2019,2,2,2,2,1.988933,0
7/23/2019,2,2,2,2,1.988933,0
7/24/2019,2,2,2,2,1.988933,0
7/25/2019,2,2,2,2,1.988933,0
7/26/2019,2,2,2,2,1.988933,0
7/29/2019,2,2,2,2,1.988933,0
7/30/2019,2,2,2,2,1.988933,0
7/31/2019,2,2,2,2,1.988933,0
8/1/2019,1.36,1.36,1.36,1.36,1.352474,1000
8/2/2019,1.36,1.36,1.36,1.36,1.352474,0
8/5/2019,1.36,1.36,1.36,1.36,1.352474,0
8/6/2019,1.36,1.36,1.36,1.36,1.352474,0
8/7/2019,1.36,1.36,1.36,1.36,1.352474,0
8/8/2019,1.36,1.36,1.36,1.36,1.352474,0
8/9/2019,1.36,1.36,1.36,1.36,1.352474,0
8/12/2019,1.36,1.36,1.36,1.36,1.352474,0
8/13/2019,1.36,1.36,1.36,1.36,1.352474,0
8/14/2019,1.36,1.36,1.36,1.36,1.352474,0
8/15/2019,1.36,1.36,1.36,1.36,1.352474,0
8/16/2019,1.36,1.36,1.36,1.36,1.352474,0
8/19/2019,1.36,1.36,1.36,1.36,1.352474,0
8/20/2019,1.36,1.36,1.36,1.36,1.352474,0
8/21/2019,1.36,1.36,1.36,1.36,1.352474,0
8/22/2019,1.36,1.36,1.36,1.36,1.352474,0
8/23/2019,1.36,1.36,1.36,1.36,1.352474,0
8/26/2019,1.36,1.36,1.36,1.36,1.352474,0
8/27/2019,1.36,1.36,1.36,1.36,1.352474,0
8/28/2019,1.36,1.36,1.36,1.36,1.352474,0
